MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
ML81952717,PLNCOMM,RES,RESALE,12677,9276 Willow Lane,Portland,95114,142,3,1.0,1,2843,653,625,1-2.99AC,2023-10-26,24,24,2023-10-02,"$1,856,562",2023-11-26,"$1,776,875",1992,0,1,3,FCS
ML81952718,PLNCOMM,RES,APPROX,13329,5468 Birch Street,Portland,95135,143,2,1.1,3,2621,234,227,"15K-19,999SF",2024-03-04,60,65,2024-01-04,"$612,179",2024-04-06,"$594,967",1987,0,2,3,OTHER
ML81952719,DETACHD,RES,PROPOSD,9837,5776 Pine Drive,Portland,95194,152,6,4.0,3,1566,850,832,10-19.99AC,2023-09-23,73,75,2023-07-12,"$1,330,435",2023-10-20,"$1,302,912",1990,0,3,3,CONV
ML81952720,DETACHD,RES,RESTORD,14556,1307 Cedar Way,Portland,95193,141,2,4.1,2,1092,1657,1645,"0-2,999SF",2023-06-18,45,49,2023-05-04,"$1,809,571",2023-07-15,"$1,796,340",2002,0,0,0,CALL-SA
ML81952721,ATTACHD,RES,RESALE,5337,8757 Magnolia Drive,Gaston,95166,152,6,2.0,2,2694,462,469,3-4.99AC,2024-07-28,78,80,2024-05-11,"$1,244,312",2024-08-30,"$1,263,486",1984,490,2,3,USDA
ML81952722,PLNCOMM,RES,RESTORD,6479,2463 Walnut Boulevard,Portland,95208,147,3,1.0,2,2986,417,417,"15K-19,999SF",2024-07-30,66,75,2024-05-25,"$1,244,859",2024-08-29,"$1,245,162",1989,0,3,1,SGI
ML81952723,DETACHD,RES,EXISTNG,9704,3705 Magnolia Street,Portland,95157,$141,1,2.1,3,2114,667,645,1-2.99AC,2023-08-07,10,19,2023-07-28,"$1,411,074",2023-09-03,"$1,363,530",2002,0,1,0,LSE-BAK
ML81952724,IN-PARK,RES,RESTORD,5573,1445 Magnolia Lane,Forest Grove,95106,142,5,2.0,2,2969,341,329,"3K-4,999SF",2024-06-16,38,44,2024-05-09,"$1,011,321",2024-07-22,"$976,801",2008,0,3,0,SGI
ML81952725,CONDO,RES,NEW,6205,8044 Spruce Circle,Gresham,95235,142,2,3.1,3,2583,583,594,"3K-4,999SF",2023-10-05,63,65,2023-08-03,"$1,504,937",2023-10-30,"$1,534,302",1990,320,2,3,LOW-INC
ML81952726,IN-PARK,RES,APPROX,13229,5078 Oak Place,Portland,95156,143,6,1.0,2,2234,400,391,"7K-9,999SF",2024-08-18,23,31,2024-07-26,"$892,930",2024-09-19,"$873,494",1974,0,1,1,USDA
ML81952727,FLTHOME,RES,NEW,5404,4273 Ash Way,Portland,95223,152,6,4.0,3,3334,234,240,20K-.99AC,2024-02-19,54,56,2023-12-27,"$779,715",2024-03-29,"$800,160",1976,0,3,2,VA
ML81952728,CONDO,RES,NEW,6430,6057 Elm Road Unit 580,Portland,95215,$141,1,4.1,3,3093,604,592,1-2.99AC,2025-01-11,30,38,2024-12-12,"$1,867,379",2025-02-12,"$1,831,056",1969,0,2,2,OWNCONT
ML81952729,ATTACHD,RES,REMOD,3172,8540 Cypress Drive,Portland,95234,147,6,1.1,3,2148,677,664,"7K-9,999SF",2023-11-24,10,13,2023-11-14,"$1,455,012",2023-12-15,"$1,426,272",2006,0,1,2,OWNCRRY
ML81952730,DETACHD,RES,FIXER,6528,8643 Pine Boulevard,Portland,95101,147,5,3.0,3,3633,484,487,7-9.99AC,2024-02-06,35,37,2024-01-02,"$1,757,295",2024-03-12,"$1,769,271",1988,0,1,0,LOW-INC
ML81952731,DETACHD,RES,UNDRCON,8393,9098 Elm Street,Portland,95188,143,6,3.0,1,4286,338,333,7-9.99AC,2023-02-22,38,40,2023-01-15,"$1,450,361",2023-03-16,"$1,427,238",1960,0,3,3,FMHA
ML81952732,CONDO,RES,UNDRCON,13989,3351 Maple Lane,Portland,95186,150,6,4.0,2,4322,204,204,"15K-19,999SF",2024-09-06,35,39,2024-08-02,"$880,433",2024-10-02,"$881,688",2012,473,3,1,OTHER
ML81952733,PLNCOMM,RES,RESALE,7635,8359 Oak Road,Portland,95141,143,3,2.0,1,4265,243,235,10-19.99AC,2023-10-25,77,80,2023-08-09,"$1,034,741",2023-11-25,"$1,002,275",2001,0,0,0,OWNCRRY
ML81952734,RES-MFG,RES,PROPOSD,12010,4559 Walnut Way,Portland,95183,147,6,2.0,1,1515,477,489,"3K-4,999SF",2023-08-12,18,22,2023-07-25,"$723,323",2023-09-04,"$740,835",1998,0,2,3,FHA
ML81952735,PLNCOMM,RES,REGHIST,7139,7150 Walnut Court,Milwaukie,95127,142,6,1.1,1,2366,815,824,7-9.99AC,2023-04-06,24,30,2023-03-13,"$1,929,183",2023-05-13,"$1,949,584",1959,0,1,2,CASH
ML81952736,CONDO,RES,FIXER,8335,1709 Walnut Street,Portland,95183,150,1,2.0,1,2878,562,578,7-9.99AC,2023-09-14,33,42,2023-08-12,"$1,617,532",2023-10-05,"$1,663,484",2009,523,2,3,NOFNCING
ML81952737,DETACHD,RES,UNDRCON,11991,2998 Maple Drive,Hillsboro,95249,150,2,2.1,1,2711,569,566,20K-.99AC,2024-01-19,60,69,2023-11-20,"$1,542,097",2024-02-26,"$1,534,426",2020,0,1,0,OWNCRRY
ML81952738,RES-MFG,RES,NEW,5086,5642 Aspen Lane,Portland,95155,152,2,4.0,1,3839,432,427,"15K-19,999SF",2025-03-10,77,85,2024-12-23,"$1,660,220",2025-04-17,"$1,639,253",2024,0,2,1,CALL-SA
ML81952739,ATTACHD,RES,REGHIST,7178,3704 Pine Drive,Portland,95199,147,6,1.1,1,3883,186,182,"10K-14,999SF",2023-10-29,8,16,2023-10-21,"$722,574",2023-11-25,"$706,706",2013,390,0,2,CASH
ML81952740,DETACHD,RES,RESTORD,12734,8456 Maple Road,Portland,95233,150,5,4.0,2,1170,389,379,3-4.99AC,2025-02-14,51,60,2024-12-25,"$455,660",2025-03-19,"$443,430",2018,0,1,2,FMHA
ML81952741,PLNCOMM,RES,EXISTNG,12435,6834 Magnolia Road,Portland,95208,142,5,3.1,1,1445,209,200,"5K-6,999SF",2024-02-08,64,64,2023-12-06,"$302,463",2024-03-11,"$289,000",1957,0,1,2,CASH
ML81952742,DETACHD,RES,RESALE,9116,5816 Redwood Street,Portland,95206,142,1,4.1,3,1414,750,771,"15K-19,999SF",2024-03-08,28,36,2024-02-09,"$1,060,213",2024-04-05,"$1,090,194",1972,0,2,3,LOW-INC
ML81952743,DETACHD,RES,NEW,11042,7866 Cherry Lane,Newberg,95134,147,4,1.0,3,1578,303,315,"7K-9,999SF",2024-10-30,88,88,2024-08-03,"$478,674",2024-12-09,"$497,070",2019,0,3,1,USDA
ML81952744,PLNCOMM,RES,REMOD,4178,4843 Oak Avenue,Portland,95212,$141,6,2.0,2,1443,659,643,"3K-4,999SF",2024-02-18,90,94,2023-11-20,"$950,451",2024-03-27,"$927,849",1976,0,0,2,OWNCRRY
ML81952745,CONDO,RES,UNDRCON,5928,383 Cypress Road Unit 376,Gresham,95130,152,6,4.0,3,1083,810,818,"10K-14,999SF",2023-06-16,6,10,2023-06-10,"$876,813",2023-07-23,"$885,894",2014,323,0,0,OTHER
ML81952746,DETACHD,RES,UNDRCON,9345,2587 Ash Boulevard,Lake Oswego,95195,143,5,2.1,1,836,2028,2044,"5K-6,999SF",2024-03-24,27,31,2024-02-26,"$1,695,361",2024-04-26,"$1,708,784",1962,0,1,3,CASH
ML81952747,RES-MFG,RES,NEW,7507,3929 Birch Way,Portland,95163,152,3,2.0,2,3569,148,146,3-4.99AC,2024-05-21,76,78,2024-03-06,"$528,182",2024-06-12,"$521,074",2011,0,1,1,VA
ML81952748,FLTHOME,RES,UNDRCON,8893,4249 Maple Avenue,Milwaukie,95234,150,6,1.0,2,1608,717,725,"7K-9,999SF",2024-07-06,81,83,2024-04-16,"$1,153,603",2024-08-06,"$1,165,800",1979,0,1,3,LSE-BAK
ML81952749,DETACHD,RES,UNDRCON,5858,2378 Oak Road,Portland,95173,150,6,3.1,3,1943,354,361,20-49.99AC,2023-04-28,23,24,2023-04-05,"$687,414",2023-05-20,"$701,423",2009,0,0,0,LEAS-OP
ML81952750,IN-PARK,RES,UNKNOWN,10764,7454 Maple Place,Portland,95131,150,3,4.1,2,1015,1369,1370,20K-.99AC,2023-04-26,19,26,2023-04-07,"$1,389,311",2023-05-22,"$1,390,550",2008,0,0,2,VA
ML81952751,CONDO,RES,FIXER,7128,3009 Spruce Avenue Unit 201,Gaston,95186,$141,3,4.1,1,1294,1181,1141,3-4.99AC,2023-04-28,45,45,2023-03-14,"$1,528,478",2023-06-03,"$1,476,454",1953,577,1,2,FHA
ML81952752,DETACHD,RES,RESTORD,11622,9202 Spruce Circle,Portland,95201,150,2,3.1,2,1872,306,302,"0-2,999SF",2023-07-17,88,89,2023-04-20,"$573,583",2023-08-14,"$565,344",1975,0,0,2,CASH
ML81952753,DETACHD,RES,UNDRCON,5001,6423 Walnut Boulevard,Portland,95247,152,3,4.1,2,3198,535,548,3-4.99AC,2024-08-19,11,14,2024-08-08,"$1,712,066",2024-09-12,"$1,752,504",1960,0,1,1,LSE-BAK
ML81952754,IN-PARK,RES,FIXER,11089,8805 Spruce Court,Portland,95211,141,1,3.1,1,3502,252,246,"3K-4,999SF",2024-06-11,14,18,2024-05-28,"$884,124",2024-07-19,"$861,492",1972,0,1,3,CALL-SA
ML81952755,DETACHD,RES,FIXER,5137,1562 Pine Street,Gresham,95235,150,4,2.0,1,2607,347,342,"5K-6,999SF",2023-12-05,73,79,2023-09-23,"$903,650",2024-01-09,"$891,594",1983,0,3,0,FHA
ML81952756,DETACHD,RES,UNKNOWN,12309,9848 Elm Circle,Portland,95191,142,2,2.0,3,3900,425,438,"10K-14,999SF",2023-04-28,58,62,2023-03-01,"$1,655,907",2023-05-28,"$1,708,200",1971,0,1,0,REHAB
ML81952757,ATTACHD,RES,UNDRCON,12637,9929 Cypress Circle,Gales Creek,95226,150,6,2.0,1,869,2086,2000,"3K-4,999SF",2023-10-22,10,18,2023-10-12,"$1,812,899",2023-11-30,"$1,738,000",1972,371,3,0,LEAS-OP
ML81952758,ATTACHD,RES,NEW,5718,7458 Oak Place,Portland,95179,$141,6,2.1,3,2214,250,241,10-19.99AC,2024-10-31,44,46,2024-09-17,"$554,324",2024-12-01,"$533,574",1985,499,3,0,FCS
ML81952759,CONDO,RES,REMOD,7481,2566 Aspen Court Unit 528,Portland,95230,150,4,2.1,2,910,1624,1576,7-9.99AC,2023-09-09,17,20,2023-08-23,"$1,477,414",2023-10-01,"$1,434,160",1970,317,2,0,LSE-BAK
ML81952760,CONDO,RES,RESTORD,11975,1184 Cherry Circle Unit 178,Portland,95191,141,4,3.0,3,1562,639,609,5-6.99AC,2024-03-17,46,56,2024-01-31,"$997,598",2024-04-19,"$951,258",2019,355,2,1,REHAB
ML81952761,IN-PARK,RES,RESALE,7534,1442 Cedar Lane,Lake Oswego,95202,142,2,3.0,2,4055,275,263,3-4.99AC,2023-05-22,59,61,2023-03-24,"$1,116,642",2023-06-29,"$1,066,465",2013,0,2,2,SGI
ML81952762,ATTACHD,RES,UNKNOWN,3150,5258 Oak Lane,Portland,95198,147,2,1.0,1,3970,230,241,3-4.99AC,2024-04-09,30,34,2024-03-10,"$911,208",2024-05-02,"$956,770",1972,161,1,3,CONV
ML81952763,RES-MFG,RES,APPROX,8294,7818 Walnut Circle,Portland,95114,141,1,2.1,3,3339,155,148,5-6.99AC,2023-05-16,49,56,2023-03-28,"$517,880",2023-06-17,"$494,172",1964,0,1,1,ASSMP
ML81952764,DETACHD,RES,PROPOSD,12044,6003 Ash Street,Gaston,95195,141,4,4.1,1,1212,807,801,"0-2,999SF",2024-04-29,37,44,2024-03-23,"$978,462",2024-05-20,"$970,812",1978,0,3,0,OWNCONT
ML81952765,DETACHD,RES,PROPOSD,10459,3487 Magnolia Boulevard,Lake Oswego,95111,$141,2,2.0,2,2300,807,828,"0-2,999SF",2024-12-27,28,32,2024-11-29,"$1,856,830",2025-02-04,"$1,904,400",1972,0,0,3,OTHER
ML81952766,RES-MFG,RES,APPROX,4713,7858 Cherry Way,City,95224,147,5,2.0,3,2807,342,332,20-49.99AC,2023-11-26,48,58,2023-10-09,"$959,672",2023-12-30,"$931,924",1961,0,1,1,VA
ML81952767,DETACHD,RES,RESALE,9268,1525 Cherry Court,Portland,95185,147,1,2.0,2,1077,352,351,20-49.99AC,2024-12-07,37,42,2024-10-31,"$379,517",2025-01-02,"$378,027",1975,0,1,2,LEAS-OP
ML81952768,CONDO,RES,EXISTNG,3976,7771 Cedar Way,Portland,95178,152,6,2.0,1,1105,1452,1435,"3K-4,999SF",2024-05-03,75,85,2024-02-18,"$1,604,808",2024-05-25,"$1,585,675",1975,0,1,1,CALL-SA
ML81952769,CONDO,RES,UNDRCON,11941,6070 Cypress Place Unit 180,City,95162,147,3,3.0,2,4070,461,478,20K-.99AC,2024-02-21,22,23,2024-01-30,"$1,877,183",2024-03-15,"$1,945,460",1980,294,1,3,FCS
ML81952770,ATTACHD,RES,EXISTNG,5965,6899 Pine Road,Portland,95196,152,4,2.1,2,983,1985,2018,"10K-14,999SF",2023-05-19,58,59,2023-03-22,"$1,951,598",2023-06-20,"$1,983,694",1963,585,3,1,OTHER
ML81952771,FLTHOME,RES,REMOD,4523,6706 Elm Lane,Hillsboro,95125,152,4,2.1,2,2169,480,474,20K-.99AC,2023-11-29,35,45,2023-10-25,"$1,041,014",2024-01-06,"$1,028,106",1953,0,3,1,FCS
ML81952772,ATTACHD,RES,UNDRCON,14080,9492 Birch Street,Portland,95250,147,5,1.0,2,3792,231,237,3-4.99AC,2024-07-07,85,95,2024-04-13,"$875,259",2024-08-14,"$898,704",1965,423,0,1,FMHA
ML81952773,ATTACHD,RES,RESALE,13726,6362 Pine Way,Portland,95116,141,4,3.1,1,3387,222,233,1-2.99AC,2024-04-09,61,69,2024-02-08,"$752,615",2024-05-19,"$789,171",1963,236,0,1,USDA
ML81952774,FLTHOME,RES,FIXER,5563,8221 Pine Drive,Portland,95236,$141,1,3.0,3,1808,747,739,"5K-6,999SF",2023-12-27,51,54,2023-11-06,"$1,351,398",2024-02-04,"$1,336,112",1973,0,1,0,REHAB
ML81952775,CONDO,RES,REMOD,5909,6863 Cedar Way,Cornelius,95234,$141,6,4.1,2,4489,267,256,"3K-4,999SF",2024-06-10,89,96,2024-03-13,"$1,198,033",2024-07-07,"$1,149,184",1969,431,1,1,FCS
ML81952776,DETACHD,RES,NEW,13876,9838 Oak Boulevard,Portland,95128,143,6,2.0,3,2404,176,182,1-2.99AC,2023-11-28,6,6,2023-11-22,"$423,512",2023-12-21,"$437,528",1973,0,2,3,LSE-BAK
ML81952777,ATTACHD,RES,UNKNOWN,10730,7717 Magnolia Court,Portland,95160,147,4,4.1,1,1547,651,650,7-9.99AC,2023-10-19,29,34,2023-09-20,"$1,006,948",2023-11-11,"$1,005,550",2010,203,2,0,FCS
ML81952778,ATTACHD,RES,APPROX,3452,3959 Walnut Way,City,95201,143,5,1.0,2,2880,411,409,3-4.99AC,2024-07-19,27,29,2024-06-22,"$1,182,778",2024-08-24,"$1,177,920",1991,0,3,0,REHAB
ML81952779,FLTHOME,RES,NEW,12893,3887 Cherry Lane,Cornelius,95219,147,4,2.1,3,2847,424,437,"10K-14,999SF",2024-02-21,7,10,2024-02-14,"$1,206,290",2024-03-15,"$1,244,139",1973,0,2,1,LOW-INC
ML81952780,DETACHD,RES,RESALE,7195,7585 Elm Road,Portland,95199,152,6,1.1,2,3179,428,432,5-6.99AC,2024-05-01,73,81,2024-02-18,"$1,360,768",2024-06-04,"$1,373,328",1969,0,3,3,FHA
ML81952781,PLNCOMM,RES,RESTORD,4817,9196 Cypress Road,Forest Grove,95180,$141,3,4.0,1,2557,698,698,20-49.99AC,2023-03-31,7,12,2023-03-24,"$1,785,849",2023-04-26,"$1,784,786",1993,0,0,2,USDA
ML81952782,PLNCOMM,RES,EXISTNG,3987,4978 Walnut Place,Portland,95144,152,4,4.0,2,4333,446,446,1-2.99AC,2023-03-16,74,81,2023-01-01,"$1,932,115",2023-04-21,"$1,932,518",2008,0,2,3,SGI
ML81952783,ATTACHD,RES,UNDRCON,7310,9037 Spruce Street,Portland,95233,152,2,3.0,2,2339,563,591,3-4.99AC,2024-03-24,12,22,2024-03-12,"$1,315,934",2024-04-22,"$1,382,349",1963,554,3,2,LOW-INC
ML81952784,FLTHOME,RES,REMOD,6919,2614 Oak Road,Portland,95229,147,4,4.0,2,2697,699,713,"3K-4,999SF",2024-04-05,79,82,2024-01-17,"$1,885,851",2024-05-11,"$1,922,961",1989,0,0,1,USDA
ML81952785,CONDO,RES,RESTORD,9973,945 Aspen Court,Portland,95151,150,2,2.0,1,3439,549,552,"5K-6,999SF",2024-05-22,67,69,2024-03-16,"$1,887,482",2024-06-16,"$1,898,328",1984,522,2,3,OWNCRRY
ML81952786,CONDO,RES,UNDRCON,14737,4976 Maple Circle Unit 324,Portland,95108,142,6,4.0,1,3319,263,255,1-2.99AC,2023-09-13,21,22,2023-08-23,"$872,853",2023-10-14,"$846,345",1999,218,2,0,FMHA
ML81952787,ATTACHD,RES,REGHIST,3879,5871 Aspen Circle,Portland,95143,142,2,1.0,2,1800,593,615,"5K-6,999SF",2024-03-05,80,80,2023-12-16,"$1,066,948",2024-03-29,"$1,107,000",2020,252,1,1,OTHER
ML81952788,FLTHOME,RES,APPROX,9525,8921 Redwood Street,Portland,95186,142,3,1.0,1,1879,710,707,"10K-14,999SF",2023-10-24,41,41,2023-09-13,"$1,333,486",2023-11-14,"$1,328,453",2009,0,3,0,FHA
ML81952789,FLTHOME,RES,UNDRCON,12625,9264 Aspen Way,West Linn,95118,147,5,4.1,1,3426,103,99,1-2.99AC,2023-05-21,49,54,2023-04-02,"$352,499",2023-06-24,"$339,174",1986,0,2,1,LSE-BAK
ML81952790,PLNCOMM,RES,EXISTNG,9720,4737 Redwood Boulevard,Portland,95191,147,4,3.0,2,1258,1247,1273,20-49.99AC,2024-07-19,15,24,2024-07-04,"$1,568,542",2024-08-28,"$1,601,434",1997,0,2,2,NOFNCING
ML81952791,DETACHD,RES,PROPOSD,5292,6131 Spruce Street,Portland,95223,150,2,3.1,1,3139,138,136,"5K-6,999SF",2023-02-01,28,38,2023-01-04,"$434,713",2023-02-23,"$426,904",1963,0,0,3,SGI
ML81952792,DETACHD,RES,PROPOSD,7083,6387 Willow Avenue,Cornelius,95222,147,4,1.0,1,2639,698,667,20K-.99AC,2024-07-08,27,29,2024-06-11,"$1,841,901",2024-07-30,"$1,760,213",1983,0,0,3,CONV
ML81952793,PLNCOMM,RES,UNKNOWN,6486,9011 Spruce Circle,Lake Oswego,95194,152,6,3.0,3,2553,238,242,7-9.99AC,2024-12-24,44,44,2024-11-10,"$607,490",2025-01-15,"$617,826",1974,0,1,1,CASH
ML81952794,PLNCOMM,RES,FIXER,14432,1092 Willow Court,Portland,95177,142,1,2.1,2,3369,165,168,20K-.99AC,2024-02-15,31,40,2024-01-15,"$554,425",2024-03-20,"$565,992",1956,0,3,0,SGI
ML81952795,IN-PARK,RES,PROPOSD,5908,4729 Aspen Avenue,Portland,95165,150,1,2.1,1,4443,75,72,7-9.99AC,2023-11-17,52,52,2023-09-26,"$334,080",2023-12-24,"$319,896",1957,0,2,3,CONV
ML81952796,ATTACHD,RES,UNDRCON,10580,3392 Cherry Circle,Portland,95218,150,6,1.1,2,2169,694,668,"7K-9,999SF",2025-01-05,47,55,2024-11-19,"$1,506,181",2025-02-01,"$1,448,892",1996,308,3,2,NOFNCING
ML81952797,ATTACHD,RES,APPROX,3012,2751 Maple Court,Portland,95175,$141,4,1.1,1,1716,1004,986,7-9.99AC,2024-04-30,65,74,2024-02-25,"$1,722,169",2024-05-24,"$1,691,976",1969,578,0,1,REHAB
ML81952798,IN-PARK,RES,PROPOSD,14330,1210 Cypress Place,Portland,95156,142,5,1.1,1,4392,75,72,"3K-4,999SF",2023-07-11,46,55,2023-05-26,"$328,349",2023-08-04,"$316,224",2010,0,2,0,FMHA
ML81952799,IN-PARK,RES,REMOD,6739,3118 Elm Circle,Portland,95232,$141,4,3.1,2,3272,476,462,"7K-9,999SF",2023-02-28,36,37,2023-01-23,"$1,558,884",2023-04-07,"$1,511,664",2016,0,3,1,NOFNCING
ML81952800,FLTHOME,RES,UNKNOWN,9130,8005 Walnut Place,Portland,95169,147,4,2.0,2,2456,582,601,10-19.99AC,2024-09-19,14,17,2024-09-05,"$1,428,563",2024-10-13,"$1,476,056",1985,0,2,2,NOFNCING
ML81952801,IN-PARK,RES,UNKNOWN,5674,4409 Redwood Street,Portland,95218,$141,2,4.1,2,4134,297,307,5-6.99AC,2024-09-05,73,78,2024-06-24,"$1,226,182",2024-10-12,"$1,269,138",2002,0,0,1,REHAB
ML81952802,RES-MFG,RES,PROPOSD,4697,9140 Maple Boulevard,Gaston,95144,141,2,4.0,1,3312,390,377,20K-.99AC,2024-03-19,64,68,2024-01-15,"$1,291,038",2024-04-21,"$1,248,624",1993,0,0,3,SGI
ML81952803,CONDO,RES,NEW,14723,6327 Pine Drive,Portland,95168,142,6,1.0,3,2692,283,290,7-9.99AC,2023-09-19,60,67,2023-07-21,"$761,009",2023-10-14,"$780,680",1951,334,2,2,VA
ML81952804,ATTACHD,RES,APPROX,14591,8105 Maple Place,Lake Oswego,95178,150,6,4.0,3,857,878,886,"10K-14,999SF",2024-04-25,23,32,2024-04-02,"$752,612",2024-06-03,"$759,302",1970,440,0,2,FCS
ML81952805,IN-PARK,RES,RESALE,12231,339 Willow Place,Portland,95179,$141,4,3.0,3,3659,479,457,"10K-14,999SF",2024-07-21,31,38,2024-06-20,"$1,753,676",2024-08-19,"$1,672,163",1993,0,3,0,OWNCONT
ML81952806,IN-PARK,RES,UNKNOWN,6077,7691 Spruce Way,Portland,95200,141,5,2.1,1,2054,365,379,"0-2,999SF",2024-06-27,58,61,2024-04-30,"$750,462",2024-07-27,"$778,466",1964,0,3,3,OWNCONT
ML81952807,IN-PARK,RES,PROPOSD,4595,7768 Oak Street,Portland,95128,152,1,1.1,3,2931,640,662,5-6.99AC,2024-02-03,45,54,2023-12-20,"$1,875,984",2024-02-25,"$1,940,322",1968,0,1,3,VA
ML81952808,ATTACHD,RES,FIXER,5772,9276 Willow Place,Portland,95213,152,1,1.1,2,1250,956,981,3-4.99AC,2023-07-19,34,34,2023-06-15,"$1,195,581",2023-08-15,"$1,226,250",1963,0,0,3,FMHA
ML81952809,FLTHOME,RES,REMOD,9665,4962 Maple Circle,Milwaukie,95246,142,4,4.0,1,3571,408,415,20-49.99AC,2023-11-27,44,46,2023-10-14,"$1,457,854",2023-12-21,"$1,481,965",1977,0,3,0,VA
ML81952810,PLNCOMM,RES,APPROX,6388,5551 Magnolia Street,West Linn,95241,143,4,1.0,1,3566,207,204,20K-.99AC,2023-06-08,18,18,2023-05-21,"$738,045",2023-07-15,"$727,464",2004,0,2,2,CONV
ML81952811,DETACHD,RES,PROPOSD,12752,3785 Elm Court,Gales Creek,95178,142,4,1.0,2,2947,281,270,20K-.99AC,2023-02-01,16,19,2023-01-16,"$828,502",2023-03-13,"$795,690",1951,0,2,1,LSE-BAK
ML81952812,DETACHD,RES,NEW,7478,2061 Ash Court,Portland,95201,150,2,2.0,1,950,1762,1845,"0-2,999SF",2023-08-03,85,85,2023-05-10,"$1,673,604",2023-08-25,"$1,752,750",1992,0,0,2,LOW-INC
ML81952813,RES-MFG,RES,REGHIST,12560,213 Ash Way,Portland,95208,142,3,1.1,3,1555,1073,1070,7-9.99AC,2023-04-18,49,53,2023-02-28,"$1,668,497",2023-05-13,"$1,663,850",2020,0,3,0,FHA
ML81952814,ATTACHD,RES,PROPOSD,10084,8508 Cedar Court,Portland,95234,142,6,2.1,3,4330,184,192,"0-2,999SF",2023-06-07,59,59,2023-04-09,"$796,159",2023-07-13,"$831,360",1972,471,3,2,FMHA
ML81952815,FLTHOME,RES,REMOD,9533,3791 Elm Place,Gales Creek,95189,142,2,2.1,2,2840,608,580,7-9.99AC,2024-05-05,57,65,2024-03-09,"$1,727,231",2024-06-06,"$1,647,200",2017,0,3,1,ASSMP
ML81952816,DETACHD,RES,REMOD,3411,1799 Cedar Way,Portland,95237,147,3,2.0,1,1893,1026,1075,7-9.99AC,2025-01-08,83,93,2024-10-17,"$1,942,748",2025-02-09,"$2,034,975",2022,0,3,1,SGI
ML81952817,DETACHD,RES,RESTORD,12756,961 Cherry Road,Portland,95230,142,6,3.0,2,4315,430,412,10-19.99AC,2024-08-31,8,18,2024-08-23,"$1,855,666",2024-09-26,"$1,777,780",2022,0,0,2,SGI
ML81952818,PLNCOMM,RES,UNDRCON,3045,1367 Spruce Drive,Portland,95160,143,6,2.0,1,946,389,386,20-49.99AC,2023-08-08,38,41,2023-07-01,"$367,850",2023-08-31,"$365,156",1996,0,1,0,VA
ML81952819,RES-MFG,RES,REGHIST,9634,3800 Redwood Drive,Beaverton,95172,143,3,1.1,3,1262,912,937,20-49.99AC,2023-12-15,82,87,2023-09-24,"$1,151,105",2024-01-10,"$1,182,494",1975,0,0,2,SGI
ML81952820,IN-PARK,RES,PROPOSD,11645,7698 Spruce Lane,Cornelius,95138,150,5,1.0,2,3546,425,404,20K-.99AC,2024-01-14,23,29,2023-12-22,"$1,507,332",2024-02-04,"$1,432,584",1986,0,3,0,LSE-BAK
ML81952821,IN-PARK,RES,RESTORD,13300,8920 Aspen Avenue,Portland,95245,142,4,3.0,2,4183,247,242,"7K-9,999SF",2024-10-02,9,17,2024-09-23,"$1,031,673",2024-11-03,"$1,012,286",1978,0,1,3,OWNCONT
ML81952822,PLNCOMM,RES,NEW,3566,3176 Willow Road,Portland,95153,142,3,3.1,1,1354,1229,1176,"7K-9,999SF",2024-08-10,90,91,2024-05-12,"$1,664,023",2024-09-16,"$1,592,304",1972,0,1,0,LEAS-OP
ML81952823,ATTACHD,RES,UNDRCON,6443,2785 Cherry Circle,Portland,95155,142,4,1.0,1,2308,571,587,1-2.99AC,2024-03-04,19,25,2024-02-14,"$1,317,951",2024-04-10,"$1,354,796",2014,462,1,1,CALL-SA
ML81952824,PLNCOMM,RES,EXISTNG,12938,7097 Maple Avenue,Portland,95195,147,1,3.0,1,1540,305,299,20-49.99AC,2024-12-09,15,15,2024-11-24,"$469,638",2025-01-17,"$460,460",1970,0,0,2,USDA
ML81952825,ATTACHD,RES,FIXER,6456,4903 Cedar Way,Portland,95245,147,4,2.0,3,3686,326,336,10-19.99AC,2023-04-05,30,31,2023-03-06,"$1,200,136",2023-05-01,"$1,238,496",2004,0,2,0,OWNCRRY
ML81952826,IN-PARK,RES,RESALE,4554,6232 Oak Avenue,Portland,95223,147,3,3.0,1,3534,337,350,"7K-9,999SF",2024-03-04,79,85,2023-12-16,"$1,189,794",2024-04-10,"$1,236,900",2006,0,3,1,CASH
ML81952827,FLTHOME,RES,RESTORD,5479,9583 Birch Avenue,Gresham,95185,147,1,3.0,3,4028,118,113,10-19.99AC,2023-05-19,54,59,2023-03-26,"$474,073",2023-06-19,"$455,164",1953,0,2,3,CASH
ML81952828,DETACHD,RES,NEW,12005,4598 Redwood Lane,Portland,95247,152,4,1.0,3,2386,288,299,3-4.99AC,2024-12-21,16,23,2024-12-05,"$687,508",2025-01-21,"$713,414",1980,0,1,0,LOW-INC
ML81952829,FLTHOME,RES,UNKNOWN,14993,695 Spruce Way,Portland,95192,$141,3,4.1,1,1604,1118,1105,1-2.99AC,2023-06-23,32,34,2023-05-22,"$1,792,515",2023-07-14,"$1,772,420",2021,0,0,2,ASSMP
